w1,w2,paraphrase
top,official,official at the top of an organization
top,official,official at a top rank in an organization
top,official,official at a top ranking in an organization
top,official,official at the top rank in an organization
top,official,official of top ranking in an organization
top,official,official who is at the top of an organization
top,official,official who is at a top rank in an organization
top,official,official who is at a top ranking in an organization
top,official,official who is at the top rank in an organization
top,official,official at a top level
top,official,official at the top level
top,official,official who is at a top level
top,official,official who is at the top level
top,official,official with top authority
top,official,official possessing top authority
top,official,official holding top authority
trade,statistics,statistics about trade
trade,statistics,statistics regarding trade
trade,statistics,statistics concerning trade
trade,statistics,statistics providing trade details
trade,statistics,statistics that provides trade details
trade,statistics,statistics describing trade details
trade,statistics,statistics that describes trade details
